epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,32.6233,1.7517,2.01941,1.5076,0.01394,0.20833,0.03425,0.01112,3.05731,5.91133,4.3171,0.000940855,0.000940855,0.000940855
24,33.7913,1.63761,2.09339,1.51874,0.01394,0.20833,0.03425,0.01112,3.42145,6.03911,4.24109,0.000907848,0.000907848,0.000907848
25,34.9797,1.91866,2.1935,1.64527,0.01394,0.20833,0.03425,0.01112,3.00858,6.13759,4.10064,0.000874842,0.000874842,0.000874842
26,36.1758,1.78696,2.1544,1.58756,0.01394,0.20833,0.03425,0.01112,2.81963,6.06188,4.34968,0.000841835,0.000841835,0.000841835
27,37.3988,1.81468,2.07039,1.60128,0.02447,0.5,0.35195,0.13264,1.79632,4.14416,1.74744,0.000808828,0.000808828,0.000808828
28,38.6722,1.57188,1.99791,1.49121,0.03665,0.5,0.21404,0.1118,1.672,4.1111,1.67765,0.000775822,0.000775822,0.000775822
29,40.0965,1.66724,2.03454,1.53036,0.5,0.1651,0.39808,0.2117,1.56572,3.14536,1.58262,0.000742815,0.000742815,0.000742815
30,41.3162,1.61512,2.03864,1.57418,1,0.18682,0.36885,0.17664,1.94513,3.08663,1.72627,0.000709809,0.000709809,0.000709809
31,42.5249,1.57193,1.92312,1.46611,0.6917,0.31353,0.3089,0.13079,2.23341,2.8474,1.85826,0.000676802,0.000676802,0.000676802
32,43.6912,1.72039,2.00334,1.57483,0.56173,0.33333,0.43253,0.21074,1.96394,2.51095,1.72083,0.000643795,0.000643795,0.000643795
33,45.1284,1.67206,2.07788,1.59185,0.54827,0.41778,0.4048,0.21059,1.55147,2.44112,1.51961,0.000610789,0.000610789,0.000610789
34,46.3326,1.61245,2.01684,1.51757,0.56889,0.375,0.42371,0.1964,1.75994,2.64823,1.57909,0.000577782,0.000577782,0.000577782
35,47.5275,1.54143,1.99862,1.51465,0.59994,0.41667,0.2884,0.11276,2.23537,3.18961,1.785,0.000544776,0.000544776,0.000544776
36,48.6887,1.53024,1.78559,1.44561,0.16214,0.39336,0.23818,0.09418,2.18191,3.29384,1.77196,0.000511769,0.000511769,0.000511769
37,49.9247,1.55268,1.93681,1.4526,0.27715,0.16667,0.218,0.04929,2.62975,3.21352,2.13555,0.000478762,0.000478762,0.000478762
38,51.5591,1.51079,1.82088,1.43385,0.5,0.12493,0.19755,0.04552,2.60561,3.4347,2.11274,0.000445756,0.000445756,0.000445756
39,52.7913,1.43628,1.64378,1.42841,0.00696,0.625,0.06305,0.01691,2.37195,3.78987,1.94464,0.000412749,0.000412749,0.000412749
40,53.9748,1.39844,1.66769,1.36589,0.00729,0.54167,0.14777,0.05856,2.10337,3.72778,1.81647,0.000379743,0.000379743,0.000379743
41,75.7252,1.35474,1.77027,1.3932,0.00722,0.29167,0.10861,0.05695,1.84372,4.37141,1.67822,0.000346736,0.000346736,0.000346736
42,77.3673,1.4242,1.73547,1.44147,0.47208,0.79167,0.44698,0.23772,1.45476,1.65792,1.52605,0.000313729,0.000313729,0.000313729
43,78.5438,1.35103,1.64781,1.44181,0.0023,0.04167,0.0013,0.00065,1.98151,5.22082,2.15643,0.000280723,0.000280723,0.000280723
44,79.806,1.33868,1.69592,1.41659,0.0023,0.04167,0.0013,0.00065,2.03278,5.4189,2.37221,0.000247716,0.000247716,0.000247716
45,81.0254,1.24712,1.58892,1.36252,0.0023,0.04167,0.0013,0.00065,1.9394,5.03689,1.89829,0.00021471,0.00021471,0.00021471
46,82.2894,1.23985,1.55509,1.32878,0.0023,0.04167,0.0013,0.00065,1.73961,4.28891,1.71441,0.000181703,0.000181703,0.000181703
47,83.4586,1.2776,1.5265,1.38609,0.00601,0.20833,0.00476,0.00099,1.99764,3.9614,1.84066,0.000148696,0.000148696,0.000148696
48,84.629,1.31951,1.60072,1.42816,0.00595,0.08333,0.00385,0.00128,2.0539,4.13588,1.9081,0.00011569,0.00011569,0.00011569
49,85.8356,1.23787,1.48133,1.35176,0.01351,0.04167,0.00732,0.00439,1.66338,4.56529,1.78197,8.26832e-05,8.26832e-05,8.26832e-05
50,86.9968,1.2404,1.49926,1.36666,0.0375,0.125,0.06275,0.03756,1.68534,4.77654,1.83903,4.96766e-05,4.96766e-05,4.96766e-05
